#                                                                   --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name               accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ----------     -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
uvig_257535_40       -          phage-family-interpro-v4 -                  0 1026.4   0.0         0 1026.2   0.0   1.0   1   0   0   1   1   1   1 -
uvig_298788_12       -          phage-family-interpro-v4 -                  0 1026.2   0.0         0 1026.1   0.0   1.0   1   0   0   1   1   1   1 -
uvig_249054_4        -          phage-family-interpro-v4 -                  0 1024.6   0.0         0 1024.4   0.0   1.0   1   0   0   1   1   1   1 -
uvig_481475_32       -          phage-family-interpro-v4 -                  0 1015.3   0.0         0 1015.1   0.0   1.0   1   0   0   1   1   1   1 -
uvig_124832_36       -          phage-family-interpro-v4 -                  0 1014.4   0.1         0 1014.3   0.1   1.0   1   0   0   1   1   1   1 -
uvig_557579_36       -          phage-family-interpro-v4 -                  0 1014.4   0.0         0 1014.3   0.0   1.0   1   0   0   1   1   1   1 -
uvig_557931_8        -          phage-family-interpro-v4 -                  0 1014.4   0.0         0 1014.3   0.0   1.0   1   0   0   1   1   1   1 -
uvig_325023_6        -          phage-family-interpro-v4 -                  0 1013.4   0.1         0 1013.3   0.1   1.0   1   0   0   1   1   1   1 -
uvig_291032_11       -          phage-family-interpro-v4 -                  0 1013.3   0.1         0 1013.2   0.1   1.0   1   0   0   1   1   1   1 -
uvig_380514_39       -          phage-family-interpro-v4 -                  0 1013.3   0.3         0 1013.2   0.3   1.0   1   0   0   1   1   1   1 -
uvig_381804_5        -          phage-family-interpro-v4 -                  0 1013.3   0.3         0 1013.2   0.3   1.0   1   0   0   1   1   1   1 -
uvig_218562_22       -          phage-family-interpro-v4 -                  0 1013.3   0.1         0 1013.2   0.1   1.0   1   0   0   1   1   1   1 -
uvig_235818_50       -          phage-family-interpro-v4 -                  0 1013.3   0.1         0 1013.2   0.1   1.0   1   0   0   1   1   1   1 -
uvig_472708_24       -          phage-family-interpro-v4 -                  0 1013.3   0.1         0 1013.2   0.1   1.0   1   0   0   1   1   1   1 -
uvig_297333_44       -          phage-family-interpro-v4 -                  0 1013.2   0.1         0 1013.0   0.1   1.0   1   0   0   1   1   1   1 -
uvig_218383_12       -          phage-family-interpro-v4 -                  0 1013.1   0.1         0 1013.0   0.1   1.0   1   0   0   1   1   1   1 -
uvig_320142_45       -          phage-family-interpro-v4 -                  0 1013.1   0.1         0 1013.0   0.1   1.0   1   0   0   1   1   1   1 -
uvig_225801_42       -          phage-family-interpro-v4 -                  0 1013.1   0.2         0 1013.0   0.2   1.0   1   0   0   1   1   1   1 -
uvig_144888_12       -          phage-family-interpro-v4 -                  0 1012.5   0.1         0 1012.3   0.1   1.0   1   0   0   1   1   1   1 -
uvig_308242_18       -          phage-family-interpro-v4 -                  0 1012.3   0.1         0 1012.1   0.1   1.0   1   0   0   1   1   1   1 -
uvig_223513_29       -          phage-family-interpro-v4 -                  0 1012.3   0.1         0 1012.1   0.1   1.0   1   0   0   1   1   1   1 -
uvig_282596_44       -          phage-family-interpro-v4 -                  0 1012.1   0.0         0 1011.9   0.0   1.0   1   0   0   1   1   1   1 -
uvig_338631_46       -          phage-family-interpro-v4 -                  0 1012.0   0.1         0 1011.8   0.1   1.0   1   0   0   1   1   1   1 -
uvig_328834_32       -          phage-family-interpro-v4 -                  0 1011.8   0.1         0 1011.6   0.1   1.0   1   0   0   1   1   1   1 -
uvig_238081_29       -          phage-family-interpro-v4 -                  0 1011.7   0.2  1.7e-301 1011.5   0.2   1.0   1   0   0   1   1   1   1 -
uvig_326971_40       -          phage-family-interpro-v4 -                  0 1011.6   0.1  1.8e-301 1011.5   0.1   1.0   1   0   0   1   1   1   1 -
