# hmmsearch :: search profile(s) against a sequence database
# HMMER 3.3.2 (Nov 2020); http://hmmer.org/
# Copyright (C) 2020 Howard Hughes Medical Institute.
# Freely distributed under the BSD open source license.
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
# query HMM file:                  hmm/phage-family-interpro-v4.hmm
# target sequence database:        phagescope/MGV.fasta
# output directed to file:         output/MGV_hmmout.txt
# per-seq hits tabular output:     output/MGV_hmmout.tbl.txt
# show alignments in output:       no
# sequence reporting threshold:    E-value <= 0.001
# number of worker threads:        50
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

Query:       phage-family-interpro-v4  [M=997]
Scores for complete sequences (score includes all domains):
   --- full sequence ---   --- best 1 domain ---    -#dom-
    E-value  score  bias    E-value  score  bias    exp  N  Sequence              Description
    ------- ------ -----    ------- ------ -----   ---- --  --------              -----------
          0 1026.2   0.0          0 1026.1   0.0    1.0  1  MGV-GENOME-0264970_6   
          0 1016.2   0.0          0 1016.0   0.0    1.0  1  MGV-GENOME-0265351_44  
          0 1015.3   0.0          0 1015.1   0.0    1.0  1  MGV-GENOME-0262495_27  
          0 1014.5   0.1          0 1014.3   0.1    1.0  1  MGV-GENOME-0265429_33  
          0 1014.4   0.1          0 1014.3   0.1    1.0  1  MGV-GENOME-0272298_14  
          0 1014.4   0.1          0 1014.3   0.1    1.0  1  MGV-GENOME-0272299_27  
          0 1014.4   0.1          0 1014.3   0.1    1.0  1  MGV-GENOME-0272538_20  
          0 1014.4   0.1          0 1014.3   0.1    1.0  1  MGV-GENOME-0272541_20  
          0 1013.4   0.1          0 1013.3   0.1    1.0  1  MGV-GENOME-0275239_19  
          0 1013.3   0.1          0 1013.2   0.1    1.0  1  MGV-GENOME-0272220_10  
          0 1013.3   0.1          0 1013.2   0.1    1.0  1  MGV-GENOME-0149923_17  
          0 1013.3   0.1          0 1013.2   0.1    1.0  1  MGV-GENOME-0269628_27  
          0 1013.3   0.1          0 1013.2   0.1    1.0  1  MGV-GENOME-0270216_14  
          0 1013.3   0.1          0 1013.2   0.1    1.0  1  MGV-GENOME-0272747_29  
